gxylt1,0
sec13,1
plscr1,2
chek1,3
igf1r,4
srgap1,5
nde1,6
steap4,7
scarb2,8
trib2,9
serpine1,10
atp1a1,11
usmg5,12
edf1,13
p2ry11,14
hoxa3,15
mre11,16
ddx46,17
rps10,18
fam8a1,19
mef2d,20
eif5a,21
ca2,22
sp1,23
coq2,24
capns1,25
camsap3,26
agtpbp1,27
mtor,28
lrig3,29
spire1,30
fkbp4,31
ccdc6,32
ubl7,33
gtf2i,34
npdc1,35
kirrel1,36
tmem209,37
pogk,38
cul2,39
golga6l10,40
h2afz,41
tnrc6b,42
psma2,43
rb1,44
itm2b,45
e4f1,46
hist2h2bf,47
tanc2,48
raver2,49
glud1,50
ndufa2,51
polr2e,52
ahsa1,53
hk1,54
rpl7l1,55
eif2b1,56
tppp3,57
ski,58
ddhd2,59
trps1,60
fkbp5,61
smc1a,62
mon1b,63
synj2bp,64
ctdspl,65
npm3,66
vps45,67
ppp6r1,68
rnf187,69
myl2,70
rars,71
ddx39a,72
mmp16,73
uba2,74
ago2,75
dld,76
med12,77
gtf2h1,78
dhcr24,79
klrd1,80
nox4,81
wipf2,82
orc5,83
pla2g4f,84
eif4a3,85
cul3,86
cenpn,87
edc3,88
mfn2,89
mapk6,90
ubb,91
eif3c,92
exoc8,93
cltc,94
rnf213,95
sall2,96
mtmr3,97
aldh1b1,98
rcn2,99
galnt2,100
wipf1,101
brca1,102
tmem97,103
syk,104
gsk3b,105
ddhd1,106
cers1,107
ddx3x,108
brd7,109
hadhb,110
whamm,111
dyrk1a,112
tomm22,113
utp4,114
mcm3,115
oat,116
eno2,117
dnaja3,118
znf793,119
golga6l4,120
dhfr,121
wiz,122
adgrg6,123
pum1,124
n4bp2,125
pfn1,126
dzip1,127
ifit3,128
ago1,129
atp5e,130
rpl36a,131
actr1b,132
ap2b1,133
smarca5,134
grhl1,135
hist1h1c,136
rps15,137
zbtb4,138
alms1,139
cstf2t,140
tyms,141
arid3a,142
rps6,143
fam171a2,144
ppp5c,145
akt1,146
igf2bp1,147
map4,148
rad51c,149
ttc38,150
ado,151
nfe2l1,152
uqcr10,153
foxred2,154
rundc3b,155
cbwd1,156
gtf2h2c,157
col4a1,158
actg1,159
rpl27a,160
fgfr3,161
pip4k2b,162
lman2,163
etv6,164
hoxa1,165
nfu1,166
apex1,167
abi2,168
ppp1cb,169
srsf10,170
extl3,171
slc46a3,172
dpm2,173
ctc1,174
snrnp200,175
gnal,176
rpl37a,177
eef2,178
rps2,179
znf621,180
znf367,181
smpdl3b,182
ddx42,183
dock11,184
golga3,185
adcy9,186
ppm1a,187
mcm8,188
sgpp2,189
kbtbd8,190
fam171b,191
fosl2,192
rasal2,193
arf5,194
n6amt1,195
rps26,196
suds3,197
cep19,198
gstm5,199
kiaa0319,200
mettl23,201
dusp18,202
mark2,203
gde1,204
mrps33,205
tmem127,206
srpk1,207
tubg1,208
gramd1b,209
ccdc14,210
cntnap2,211
wdr48,212
trib1,213
ddx18,214
ormdl1,215
tmem30a,216
jph1,217
